linksto,itemid,label,source_code,source_vocabulary_id,source_domain_id,source_concept_id,source_concept_name,target_vocabulary_id,target_domain_id,target_concept_id,target_concept_name,target_standard_concept
chartevents,224370,Sputum Color,Sputum Color,,,,,,,,,
chartevents,224372,Sputum Source,Sputum Source,,,,,,,,,
chartevents,224373,Sputum Amount,Sputum Amount,,,,,,,,,
chartevents,224375,Cont Neb - Med,Cont Neb - Med,,,,,,,,,
chartevents,224379,PCA cleared,PCA cleared,,,,,,,,,
chartevents,224380,Neuro Waveform Appearance,Neuro Waveform Appearance,,,,,,,,,
chartevents,224389,Heart Sounds,Heart Sounds,,,,,,,,,
chartevents,224390,Temporary Atrial Sens,Temporary Atrial Sens,,,,,,,,,
chartevents,224391,ETT Mark (location),ETT Mark (location),,,,,,,,,
chartevents,224392,ETT Position Change,ETT Position Change,,,,,,,,,
chartevents,224404,ART Lumen Volume,ART Lumen Volume,,,,,,,,,
chartevents,224406,VEN Lumen Volume,VEN Lumen Volume,,,,,,,,,
chartevents,224409,Pain Level Response,Pain Level Response,,,,,,,,,
chartevents,224410,PCA bolus,PCA bolus,,,,,,,,,
chartevents,224411,Epidural Bolus (mL),Epidural Bolus (mL),,,,,,,,,
chartevents,224413,TOF Response,TOF Response,,,,,,,,,
chartevents,224414,TOF Twitch,TOF Twitch,,,,,,,,,
chartevents,224415,ETT Mark (cm),ETT Mark (cm),,,,,,,,,
chartevents,224417,Cuff Pressure,Cuff Pressure,,,,,,,,,
chartevents,224418,Cuff Volume (mL),Cuff Volume (mL),,,,,,,,,
chartevents,224419,Negative Insp. Force,Negative Insp. Force,,,,,,,,,
chartevents,224420,Vital Cap,Vital Cap,,,,,,,,,
chartevents,224421,Spont Vt,Spont Vt,,,,,,,,,
chartevents,224422,Spont RR,Spont RR,,,,,,,,,
chartevents,224423,CT #2 Crepitus,CT #2 Crepitus,,,,,,,,,
chartevents,224424,CT #2 Drainage,CT #2 Drainage,,,,,,,,,
chartevents,224425,CT #2 Dressing,CT #2 Dressing,,,,,,,,,
chartevents,224426,CT #2 Fluctuate,CT #2 Fluctuate,,,,,,,,,
chartevents,224427,CT #2 Suction Amount,CT #2 Suction Amount,,,,,,,,,
chartevents,224428,CT #3 Crepitus,CT #3 Crepitus,,,,,,,,,
chartevents,224429,CT #4 Crepitus,CT #4 Crepitus,,,,,,,,,
chartevents,224430,CT #3 Drainage,CT #3 Drainage,,,,,,,,,
chartevents,224431,CT #4 Drainage,CT #4 Drainage,,,,,,,,,
chartevents,224432,CT #3 Dressing,CT #3 Dressing,,,,,,,,,
chartevents,224433,CT #4 Dressing,CT #4 Dressing,,,,,,,,,
chartevents,224434,CT #3 Fluctuate,CT #3 Fluctuate,,,,,,,,,
chartevents,224435,CT #4 Fluctuate,CT #4 Fluctuate,,,,,,,,,
chartevents,224436,CT #3 Suction Amount,CT #3 Suction Amount,,,,,,,,,
chartevents,224437,CT #4 Suction Amount,CT #4 Suction Amount,,,,,,,,,
chartevents,224438,Chest Tube Site # 2,Chest Tube Site # 2,,,,,,,,,
chartevents,224439,Chest Tube Site #3,Chest Tube Site #3,,,,,,,,,
chartevents,224440,Chest Tube Site #4,Chest Tube Site #4,,,,,,,,,
chartevents,224441,GI #2 Intub Site,GI #2 Intub Site,,,,,,,,,
chartevents,224442,GI #3 Intub Site,GI #3 Intub Site,,,,,,,,,
chartevents,224443,GI #2 Tube Place Check,GI #2 Tube Place Check,,,,,,,,,
chartevents,224444,GI #3 Tube Place Check,GI #3 Tube Place Check,,,,,,,,,
chartevents,224445,GI #2 Tube Drainage,GI #2 Tube Drainage,,,,,,,,,
chartevents,224446,GI #3 Tube Drainage,GI #3 Tube Drainage,,,,,,,,,
chartevents,224447,Family Meeting,Family Meeting,,,,,,,,,
chartevents,224449,Traction/Immobile #2,Traction/Immobile #2,,,,,,,,,
chartevents,224450,Traction/Immobile #3,Traction/Immobile #3,,,,,,,,,
chartevents,224451,Traction/Immobile #4,Traction/Immobile #4,,,,,,,,,
chartevents,224452,Traction/Immobile Location #2,Traction/Immobile Location #2,,,,,,,,,
chartevents,224453,Traction/Immobile Location #3,Traction/Immobile Location #3,,,,,,,,,
chartevents,224454,Traction/Immobile Location #4,Traction/Immobile Location #4,,,,,,,,,
chartevents,224455,PT Splint Location #4,PT Splint Location #4,,,,,,,,,
chartevents,224456,PT Splint Location #2,PT Splint Location #2,,,,,,,,,
chartevents,224457,PT Splint Location #3,PT Splint Location #3,,,,,,,,,
chartevents,224468,Ultrasound (CVL),Ultrasound (CVL),,,,,,,,,
chartevents,224469,Medications / anesthetic (PA line),Medications / anesthetic (PA line),,,,,,,,,
chartevents,224472,Indications (PA line),Indications (PA line),,,,,,,,,
chartevents,224476,Insertion site (PA line),Insertion site (PA line),,,,,,,,,
chartevents,224478,Type of catheter (PA line),Type of catheter (PA line),,,,,,,,,
chartevents,224479,Complications (PA line),Complications (PA line),,,,,,,,,
chartevents,224489,Indication (LP),Indication (LP),,,,,,,,,
chartevents,224490,Site cleansed with ChloraPrep(TM) (LP),Site cleansed with ChloraPrep(TM) (LP),,,,,,,,,
chartevents,224491,Lidocaine 1% (LP),Lidocaine 1% (LP),,,,,,,,,
chartevents,224495,Patient position (LP),Patient position (LP),,,,,,,,,
chartevents,224496,Entry site (LP),Entry site (LP),,,,,,,,,
chartevents,224498,Amount of fluid removed (LP),Amount of fluid removed (LP),,,,,,,,,
chartevents,224499,Fluid removed (LP),Fluid removed (LP),,,,,,,,,
chartevents,224503,Patient (THCEN),Patient (THCEN),,,,,,,,,
chartevents,224504,With ultrasound (THCEN),With ultrasound (THCEN),,,,,,,,,
chartevents,224505,Lidocaine 1% (THCEN),Lidocaine 1% (THCEN),,,,,,,,,
chartevents,224506,Conscious sedation (THCEN),Conscious sedation (THCEN),,,,,,,,,
chartevents,224508,Location (PICC),Location (PICC),,,,,,,,,
chartevents,224511,Type of catheter (PICC),Type of catheter (PICC),,,,,,,,,
chartevents,224512,Insertion site (PICC),Insertion site (PICC),,,,,,,,,
chartevents,224515,Timeout performed by (PICC),Timeout performed by (PICC),,,,,,,,,
chartevents,224517,Patient identified correctly (PICC),Patient identified correctly (PICC),,,,,,,,,
chartevents,224561,Impaired Skin Type #1,Impaired Skin Type #1,,,,,,,,,
chartevents,224562,Impaired Skin Length #1,Impaired Skin Length #1,,,,,,,,,
chartevents,224563,Impaired Skin Depth #1,Impaired Skin Depth #1,,,,,,,,,
chartevents,224564,Impaired Skin Odor #1,Impaired Skin Odor #1,,,,,,,,,
chartevents,224565,Surrounding Tissue #1,Surrounding Tissue #1,,,,,,,,,
chartevents,224568,Barrier precautions in place (PICC),Barrier precautions in place (PICC),,,,,,,,,
chartevents,224571,Guidewire exchange (PICC),Guidewire exchange (PICC),,,,,,,,,
chartevents,224577,Side (PICC),Side (PICC),,,,,,,,,
chartevents,224581,Ultrasound (PICC),Ultrasound (PICC),,,,,,,,,
chartevents,224582,Verification of (PICC),Verification of (PICC),,,,,,,,,
chartevents,224584,Number of attempts required to place line (PICC),Number of attempts required to place line (PICC),,,,,,,,,
chartevents,224596,Acuity (PICC),Acuity (PICC),,,,,,,,,
chartevents,224604,Thermodilution (PA line),Thermodilution (PA line),,,,,,,,,
chartevents,224605,Fick (PA line),Fick (PA line),,,,,,,,,
chartevents,224617,Timeout performed by (PA line),Timeout performed by (PA line),,,,,,,,,
chartevents,224618,Patient identified correctly (PA line),Patient identified correctly (PA line),,,,,,,,,
chartevents,224619,Verification of (PA line),Verification of (PA line),,,,,,,,,
chartevents,224624,Barrier precautions in place (PA line),Barrier precautions in place (PA line),,,,,,,,,
chartevents,224629,Number of operators (CVL),Number of operators (CVL),,,,,,,,,
chartevents,224631,Pressure Ulcer Stage #1,Pressure Ulcer Stage #1,,,,,,,,,
chartevents,224632,Tunneling Present #1,Tunneling Present #1,,,,,,,,,
chartevents,224633,Undermining Present #1,Undermining Present #1,,,,,,,,,
chartevents,224639,Daily Weight,Daily Weight,,,,,,,,,
chartevents,224640,Service,Service,,,,,,,,,
chartevents,224641,Alarms On,Alarms On,,,,,,,,,
chartevents,224642,Temperature Site,Temperature Site,,,,,,,,,
chartevents,224643,Manual Blood Pressure Diastolic Left,Manual Blood Pressure Diastolic Left,,,,,,,,,
chartevents,224645,Orthostatic BPs lying,Orthostatic BPs lying,,,,,,,,,
chartevents,224646,Orthostatic BPs sitting,Orthostatic BPs sitting,,,,,,,,,
chartevents,224647,Orthostatic HR standing,Orthostatic HR standing,,,,,,,,,
chartevents,224650,Ectopy Type 1,Ectopy Type 1,,,,,,,,,
chartevents,224651,Ectopy Frequency 1,Ectopy Frequency 1,,,,,,,,,
chartevents,224652,Unassisted Systole,Unassisted Systole,,,,,,,,,
chartevents,224654,PAEDP,PAEDP,,,,,,,,,
chartevents,224659,Vacuum Assist,Vacuum Assist,,,,,,,,,
chartevents,224660,ECMO,ECMO,,,,,,,,,
chartevents,224661,Baseline Current/mA,Baseline Current/mA,,,,,,,,,
chartevents,224662,Current Used/mA,Current Used/mA,,,,,,,,,
chartevents,224663,PCA attempt,PCA attempt,,,,,,,,,
chartevents,224665,PCA total dose,PCA total dose,,,,,,,,,
chartevents,224666,Nasal Congestion,Nasal Congestion,,,,,,,,,
chartevents,224667,Goose Flesh,Goose Flesh,,,,,,,,,
chartevents,224668,Sweating,Sweating,,,,,,,,,
chartevents,224669,Restlessness,Restlessness,,,,,,,,,
chartevents,224670,Lacrimation,Lacrimation,,,,,,,,,
chartevents,224671,Pupils,Pupils,,,,,,,,,
chartevents,224672,Yawning,Yawning,,,,,,,,,
chartevents,224673,Abdominal Changes: Observation,Abdominal Changes: Observation,,,,,,,,,
chartevents,224674,Changes in Temperature,Changes in Temperature,,,,,,,,,
chartevents,224675,Muscle Aches,Muscle Aches,,,,,,,,,
chartevents,224676,Nausea and Vomiting (CINA),Nausea and Vomiting (CINA),,,,,,,,,
chartevents,224677,Tremor (CINA),Tremor (CINA),,,,,,,,,
chartevents,224680,Cuff Volume/units,Cuff Volume/units,,,,,,,,,
chartevents,224684,Tidal Volume (set),Tidal Volume (set),,,,,,,,,
chartevents,224685,Tidal Volume (observed),Tidal Volume (observed),,,,,,,,,
chartevents,224686,Tidal Volume (spontaneous),Tidal Volume (spontaneous),,,,,,,,,
chartevents,224687,Minute Volume,Minute Volume,,,,,,,,,
chartevents,224688,Respiratory Rate (Set),Respiratory Rate (Set),,,,,,,,,
chartevents,224689,Respiratory Rate (spontaneous),Respiratory Rate (spontaneous),,,,,,,,,
chartevents,224690,Respiratory Rate (Total),Respiratory Rate (Total),,,,,,,,,
chartevents,224691,Flow Rate (L/min),Flow Rate (L/min),,,,,,,,,
chartevents,224692,Flow Pattern,Flow Pattern,,,,,,,,,
chartevents,224695,Peak Insp. Pressure,Peak Insp. Pressure,,,,,,,,,
chartevents,224696,Plateau Pressure,Plateau Pressure,,,,,,,,,
chartevents,224697,Mean Airway Pressure,Mean Airway Pressure,,,,,,,,,
chartevents,224699,ZAuto Peep Level,ZAuto Peep Level,,,,,,,,,
chartevents,224700,Total PEEP Level,Total PEEP Level,,,,,,,,,
chartevents,224701,PSV Level,PSV Level,,,,,,,,,
chartevents,224702,PCV Level,PCV Level,,,,,,,,,
chartevents,224703,ZATC Tube #,ZATC Tube #,,,,,,,,,
chartevents,224704,ATC %,ATC %,,,,,,,,,
chartevents,224705,P High (APRV),P High (APRV),,,,,,,,,
chartevents,224706,P Low (APRV),P Low (APRV),,,,,,,,,
chartevents,224707,T High (APRV),T High (APRV),,,,,,,,,
chartevents,224709,T Low (APRV),T Low (APRV),,,,,,,,,
chartevents,224710,Recruitment Press,Recruitment Press,,,,,,,,,
chartevents,224711,Recruitment Duration,Recruitment Duration,,,,,,,,,
chartevents,224712,Recruitment Mode,Recruitment Mode,,,,,,,,,
chartevents,224713,Circuit Changed,Circuit Changed,,,,,,,,,
chartevents,224715,SBT Started,SBT Started,,,,,,,,,
chartevents,224716,SBT Stopped,SBT Stopped,,,,,,,,,
chartevents,224717,SBT Successfully Completed,SBT Successfully Completed,,,,,,,,,
chartevents,224718,RR > 35 for > 5 min,RR > 35 for > 5 min,,,,,,,,,
chartevents,224719,SaO2 < 90% > 2 min,SaO2 < 90% > 2 min,,,,,,,,,
chartevents,224720,Arrythmia,Arrythmia,,,,,,,,,
chartevents,224721,HR > 140,HR > 140,,,,,,,,,
chartevents,224723,Accessory Muscle Use,Accessory Muscle Use,,,,,,,,,
chartevents,224726,O2 Consumption,O2 Consumption,,,,,,,,,
chartevents,224727,Resting Energy Expenditure,Resting Energy Expenditure,,,,,,,,,
chartevents,224728,Peak Exp Flow Rate,Peak Exp Flow Rate,,,,,,,,,
chartevents,224730,Corneal Reflex Right,Corneal Reflex Right,,,,,,,,,
chartevents,224731,Corneal Reflex Left,Corneal Reflex Left,,,,,,,,,
chartevents,224733,Pupil Size Left,Pupil Size Left,,,,,,,,,
chartevents,224735,Flow Rate (variable/fixed),Flow Rate (variable/fixed),,,,,,,,,
chartevents,224738,Inspiratory Time,Inspiratory Time,,,,,,,,,
chartevents,224740,RSBI Deferred,RSBI Deferred,,,,,,,,,
chartevents,224743,Vd/Vt Ratio,Vd/Vt Ratio,,,,,,,,,
chartevents,224745,Respiratory Quotient,Respiratory Quotient,,,,,,,,,
chartevents,224746,Transpulmonary Pressure (Exp. Hold),Transpulmonary Pressure (Exp. Hold),,,,,,,,,
chartevents,224747,Transpulmonary Pressure (Insp. Hold),Transpulmonary Pressure (Insp. Hold),,,,,,,,,
chartevents,224748,Cont Neb - Dose (mg/hr/drug),Cont Neb - Dose (mg/hr/drug),,,,,,,,,
chartevents,224749,Nitric Oxide,Nitric Oxide,,,,,,,,,
chartevents,224750,Nitric Oxide Tank Pressure,Nitric Oxide Tank Pressure,,,,,,,,,
chartevents,224751,Temporary Pacemaker Rate,Temporary Pacemaker Rate,,,,,,,,,
chartevents,224752,Temporary Atrial Sens Threshold mV,Temporary Atrial Sens Threshold mV,,,,,,,,,
chartevents,224753,Temporary Atrial Sens Setting mV,Temporary Atrial Sens Setting mV,,,,,,,,,
chartevents,224754,Temporary Atrial Stim Threshold mA,Temporary Atrial Stim Threshold mA,,,,,,,,,
chartevents,224755,Temporary Atrial Stim Setting mA,Temporary Atrial Stim Setting mA,,,,,,,,,
chartevents,224756,Response,Response,,,,,,,,,
chartevents,224758,RUE Sensation,RUE Sensation,,,,,,,,,
chartevents,224759,LUE Sensation,LUE Sensation,,,,,,,,,
chartevents,224762,LLE Sensation,LLE Sensation,,,,,,,,,
chartevents,224764,Neuro Drain Location,Neuro Drain Location,,,,,,,,,
chartevents,224765,Neuro Drain Head of Bed,Neuro Drain Head of Bed,,,,,,,,,
chartevents,224767,RUE Temp,RUE Temp,,,,,,,,,
chartevents,224769,LUE Temp,LUE Temp,,,,,,,,,
chartevents,224771,RLE Temp,RLE Temp,,,,,,,,,
chartevents,224773,LLE Temp,LLE Temp,,,,,,,,,
chartevents,224775,CT #1 Leak,CT #1 Leak,,,,,,,,,
chartevents,224777,CT #2 Leak,CT #2 Leak,,,,,,,,,
chartevents,224779,CT #3 Leak,CT #3 Leak,,,,,,,,,
chartevents,224781,CT #4 Leak,CT #4 Leak,,,,,,,,,
chartevents,224785,GI #1 Tube Type,GI #1 Tube Type,,,,,,,,,
chartevents,224786,GI #1 Tube Status,GI #1 Tube Status,,,,,,,,,
chartevents,224788,GI #2 Tube Type,GI #2 Tube Type,,,,,,,,,
chartevents,224789,GI #2 Tube Status,GI #2 Tube Status,,,,,,,,,
chartevents,224791,GI #3 Tube Type,GI #3 Tube Type,,,,,,,,,
chartevents,224792,GI #3 Tube Status,GI #3 Tube Status,,,,,,,,,
chartevents,224794,Stool Color,Stool Color,,,,,,,,,
chartevents,224796,Ostomy,Ostomy,,,,,,,,,
chartevents,224797,Ostomy Appearance,Ostomy Appearance,,,,,,,,,
chartevents,224800,AV Fistula R Bruit,AV Fistula R Bruit,,,,,,,,,
chartevents,224801,AV Fistula R Thrill,AV Fistula R Thrill,,,,,,,,,
chartevents,224803,AV Fistula L Bruit,AV Fistula L Bruit,,,,,,,,,
chartevents,224804,AV Fistula L Thrill,AV Fistula L Thrill,,,,,,,,,
chartevents,224806,CT #1 Suction Type,CT #1 Suction Type,,,,,,,,,
chartevents,224808,CT #2 Suction Type,CT #2 Suction Type,,,,,,,,,
chartevents,224810,CT #3 Suction Type,CT #3 Suction Type,,,,,,,,,
chartevents,224812,CT #4 Suction Type,CT #4 Suction Type,,,,,,,,,
chartevents,224814,GI #1 Tube Place Method,GI #1 Tube Place Method,,,,,,,,,
chartevents,224816,GI #2 Tube Place Method,GI #2 Tube Place Method,,,,,,,,,
chartevents,224818,GI #3 Tube Place Method,GI #3 Tube Place Method,,,,,,,,,
chartevents,224826,ZHCO3 (serum),ZHCO3 (serum),,,,,,,,,
chartevents,224828,Arterial Base Excess,Arterial Base Excess,,,,,,,,,
chartevents,224829,Trach Tube Type,Trach Tube Type,,,,,,,,,
chartevents,224830,Trach Tube Manufacturer,Trach Tube Manufacturer,,,,,,,,,
chartevents,224831,Trach Tube Size (I.D.),Trach Tube Size (I.D.),,,,,,,,,
chartevents,224832,ETT Type,ETT Type,,,,,,,,,
chartevents,224833,SBT Deferred,SBT Deferred,,,,,,,,,
chartevents,224834,Temporary Ventricular Sens,Temporary Ventricular Sens,,,,,,,,,
chartevents,224835,Temporary Ventricular Capture,Temporary Ventricular Capture,,,,,,,,,
chartevents,224837,Temporary Ventricular Sens Setting mV,Temporary Ventricular Sens Setting mV,,,,,,,,,
chartevents,224838,Temporary Ventricular Stim Setting mA,Temporary Ventricular Stim Setting mA,,,,,,,,,
chartevents,224839,Temporary Pacemaker Wires Atrial,Temporary Pacemaker Wires Atrial,,,,,,,,,
chartevents,224842,Cardiac Output (CCO),Cardiac Output (CCO),,,,,,,,,
chartevents,224844,Permanent Pacemaker Mode,Permanent Pacemaker Mode,,,,,,,,,
chartevents,224845,Permanent Pacemaker Rate,Permanent Pacemaker Rate,,,,,,,,,
chartevents,224846,Impaired Skin Width #1,Impaired Skin Width #1,,,,,,,,,
chartevents,224847,Impaired Skin Drainage Amount #1,Impaired Skin Drainage Amount #1,,,,,,,,,
chartevents,224848,Incision Appearance #1,Incision Appearance #1,,,,,,,,,
chartevents,224850,Incision Drainage Amount #1,Incision Drainage Amount #1,,,,,,,,,
chartevents,224851,Dressing Status #1,Dressing Status #1,,,,,,,,,
chartevents,224854,Reason for Restraint (Acute Medical/Surgical)_V1,Reason for Restraint (Acute Medical/Surgical)_V1,,,,,,,,,
chartevents,224855,Patient/Family Informed_V1,Patient/Family Informed_V1,,,,,,,,,
chartevents,224856,Restraints Ordered,Restraints Ordered,,,,,,,,,
chartevents,224857,Less Restrictive Measures (Behavioral),Less Restrictive Measures (Behavioral),,,,,,,,,
chartevents,224858,Patient Behavior During Application,Patient Behavior During Application,,,,,,,,,
chartevents,224859,Status and Comfort (Behavioral),Status and Comfort (Behavioral),,,,,,,,,
chartevents,224860,Skin Condition,Skin Condition,,,,,,,,,
chartevents,224862,Edema Amount,Edema Amount,,,,,,,,,
chartevents,224864,ZTrach Care,ZTrach Care,,,,,,,,,
chartevents,224865,Flow Sensitivity,Flow Sensitivity,,,,,,,,,
chartevents,224866,Temporary Atrial Capture,Temporary Atrial Capture,,,,,,,,,
chartevents,224876,Urine Appearance,Urine Appearance,,,,,,,,,
chartevents,224879,Nares L,Nares L,,,,,,,,,
chartevents,224888,Impaired Skin Cleanse #2,Impaired Skin Cleanse #2,,,,,,,,,
chartevents,224889,Impaired Skin Cleanse #3,Impaired Skin Cleanse #3,,,,,,,,,
chartevents,224890,Impaired Skin Cleanse #4,Impaired Skin Cleanse #4,,,,,,,,,
chartevents,224891,Impaired Skin Cleanse #5,Impaired Skin Cleanse #5,,,,,,,,,
chartevents,224892,Impaired Skin Cleanse #6,Impaired Skin Cleanse #6,,,,,,,,,
chartevents,224893,Impaired Skin Cleanse #7,Impaired Skin Cleanse #7,,,,,,,,,
chartevents,224894,Impaired Skin Cleanse #8,Impaired Skin Cleanse #8,,,,,,,,,
chartevents,224895,Impaired Skin Depth #2,Impaired Skin Depth #2,,,,,,,,,
chartevents,224896,Impaired Skin Depth #3,Impaired Skin Depth #3,,,,,,,,,
chartevents,224897,Impaired Skin Depth #4,Impaired Skin Depth #4,,,,,,,,,
chartevents,224898,Impaired Skin Depth #5,Impaired Skin Depth #5,,,,,,,,,
chartevents,224899,Impaired Skin Depth #6,Impaired Skin Depth #6,,,,,,,,,
chartevents,224900,Impaired Skin Depth #7,Impaired Skin Depth #7,,,,,,,,,
chartevents,224901,Impaired Skin Depth #8,Impaired Skin Depth #8,,,,,,,,,
chartevents,224902,Impaired Skin Drainage #2,Impaired Skin Drainage #2,,,,,,,,,
chartevents,224903,Impaired Skin Drainage #3,Impaired Skin Drainage #3,,,,,,,,,
chartevents,224904,Impaired Skin Drainage #4,Impaired Skin Drainage #4,,,,,,,,,
chartevents,224905,Impaired Skin Drainage #5,Impaired Skin Drainage #5,,,,,,,,,
chartevents,224906,Impaired Skin Drainage #6,Impaired Skin Drainage #6,,,,,,,,,
chartevents,224907,Impaired Skin Drainage #7,Impaired Skin Drainage #7,,,,,,,,,
chartevents,224908,Impaired Skin Drainage #8,Impaired Skin Drainage #8,,,,,,,,,
chartevents,224909,Impaired Skin Drainage Amount #2,Impaired Skin Drainage Amount #2,,,,,,,,,
chartevents,224910,Impaired Skin Drainage Amount #3,Impaired Skin Drainage Amount #3,,,,,,,,,
chartevents,224911,Impaired Skin Drainage Amount #4,Impaired Skin Drainage Amount #4,,,,,,,,,
chartevents,224912,Impaired Skin Drainage Amount #5,Impaired Skin Drainage Amount #5,,,,,,,,,
chartevents,224913,Impaired Skin Drainage Amount #6,Impaired Skin Drainage Amount #6,,,,,,,,,
chartevents,224914,Impaired Skin Drainage Amount #7,Impaired Skin Drainage Amount #7,,,,,,,,,
chartevents,224915,Impaired Skin Drainage Amount #8,Impaired Skin Drainage Amount #8,,,,,,,,,
chartevents,224916,Impaired Skin Length #2,Impaired Skin Length #2,,,,,,,,,
chartevents,224917,Impaired Skin Length #3,Impaired Skin Length #3,,,,,,,,,
chartevents,224918,Impaired Skin Length #4,Impaired Skin Length #4,,,,,,,,,
chartevents,224919,Impaired Skin Length #5,Impaired Skin Length #5,,,,,,,,,
chartevents,224920,Impaired Skin Length #6,Impaired Skin Length #6,,,,,,,,,
chartevents,224921,Impaired Skin Length #7,Impaired Skin Length #7,,,,,,,,,
chartevents,224922,Impaired Skin Length #8,Impaired Skin Length #8,,,,,,,,,
chartevents,224923,Impaired Skin Odor #2,Impaired Skin Odor #2,,,,,,,,,
